vehicles,Avg_Traffic_Duration,date,events,weather,temperature,hour,,
326,1.62,31-05-2023,None,Rainy,26.6,14,,
359,3.815,31-05-2023,None,Foggy,17.3,20,,
113,2.325,31-05-2023,None,Foggy,19.4,15,,
192,2.36,31-05-2023,None,Foggy,10.5,1,,
287,2.86,31-05-2023,None,Sunny,39.4,17,,
71,4.73,31-05-2023,None,Foggy,16.5,8,,
497,3.125,31-05-2023,None,Foggy,14.7,5,,
264,1.575,01-06-2023,Festival,Sunny,27.5,19,,
232,0.365,01-06-2023,Festival,Cloudy,26.1,3,,
360,2.945,01-06-2023,Festival,Rainy,21.6,0,,
198,3.36,01-06-2023,Festival,Stormy,19.3,4,,
448,4.81,01-06-2023,Festival,Stormy,21.9,5,,
373,0.655,01-06-2023,Festival,Rainy,24,8,,
160,4.02,01-06-2023,Festival,Cloudy,20.2,5,,
264,1.165,01-06-2023,Festival,Sunny,32.6,9,,
125,4.815,01-06-2023,Festival,Foggy,11,9,,
428,2.195,01-06-2023,Festival,Stormy,19.6,3,,
104,0.105,01-06-2023,Festival,Rainy,25.5,11,,
441,4.14,01-06-2023,Festival,Sunny,29.4,7,,
348,2.1,01-06-2023,Festival,Cloudy,21.2,11,,
436,0.07,01-06-2023,Festival,Stormy,22.1,20,,
258,1.195,02-06-2023,None,Stormy,22.7,5,,
137,2.355,02-06-2023,None,Rainy,27.4,6,,
477,1.925,02-06-2023,None,Rainy,24.1,17,,
237,4.32,02-06-2023,None,Stormy,21.6,21,,
248,1.97,02-06-2023,None,Stormy,20.4,0,,
96,2.08,02-06-2023,None,Sunny,38.1,21,,
391,4.395,02-06-2023,None,Stormy,19.6,2,,
145,2.715,02-06-2023,None,Sunny,34.4,4,,
266,4.525,02-06-2023,None,Foggy,10.1,8,,
355,4.84,02-06-2023,None,Sunny,39.5,0,,
89,0.555,02-06-2023,None,Cloudy,22.5,17,,
422,3.515,02-06-2023,None,Foggy,14.9,9,,
433,1.675,02-06-2023,None,Stormy,21.7,11,,
424,4.54,02-06-2023,None,Cloudy,28.4,22,,
272,4.845,03-06-2023,Weekend,Cloudy,21.7,8,,
392,2.84,03-06-2023,Weekend,Stormy,17.7,18,,
429,3.035,03-06-2023,Weekend,Cloudy,28,17,,
362,2.815,03-06-2023,Weekend,Rainy,27.4,12,,
141,3.6,03-06-2023,Weekend,Cloudy,20.9,3,,
69,3.86,03-06-2023,Weekend,Sunny,29.6,21,,
131,2.595,03-06-2023,Weekend,Cloudy,28.8,13,,
309,4.865,03-06-2023,Weekend,Stormy,16.1,7,,
135,4.27,04-06-2023,Weekend,Foggy,13.2,13,,
440,3.465,04-06-2023,Weekend,Rainy,18.9,15,,
198,1.87,04-06-2023,Weekend,Cloudy,21.9,3,,
483,4.17,04-06-2023,Weekend,Cloudy,29.1,13,,
129,3.02,04-06-2023,Weekend,Cloudy,22,6,,
289,4.825,04-06-2023,Weekend,Rainy,24.6,7,,
288,0.495,04-06-2023,Weekend,Cloudy,27.4,1,,
349,0.62,04-06-2023,Weekend,Cloudy,29.6,6,,
354,3.575,04-06-2023,Weekend,Sunny,28.2,16,,
215,4.245,04-06-2023,Weekend,Rainy,23.4,16,,
489,1.08,04-06-2023,Weekend,Cloudy,23.1,6,,
486,0.78,04-06-2023,Weekend,Stormy,24,15,,
272,4.48,04-06-2023,Weekend,Cloudy,29.9,14,,
238,4.575,04-06-2023,Weekend,Rainy,22.5,18,,
102,2.675,04-06-2023,Weekend,Stormy,21,16,,
112,3.1,04-06-2023,Weekend,Foggy,16.6,17,,
479,3.465,04-06-2023,Weekend,Sunny,39.3,6,,
144,1.935,04-06-2023,Weekend,Rainy,22.3,17,,
197,3.76,04-06-2023,Weekend,Sunny,39.6,0,,
148,2.83,04-06-2023,Weekend,Foggy,15.5,15,,
332,3.225,04-06-2023,Weekend,Stormy,23.8,5,,
349,3.15,04-06-2023,Weekend,Stormy,16.5,20,,
428,3.53,04-06-2023,Weekend,Rainy,20.2,2,,
376,0.955,04-06-2023,Weekend,Sunny,38.3,3,,
407,0.485,04-06-2023,Weekend,Foggy,13.8,13,,
276,1.56,05-06-2023,None,Sunny,27.2,12,,
269,2.055,05-06-2023,None,Sunny,27.2,17,,
420,4.135,05-06-2023,None,Rainy,23.2,9,,
383,2.95,05-06-2023,None,Rainy,25.5,14,,
194,4.03,05-06-2023,None,Stormy,16.5,14,,
462,2.31,05-06-2023,None,Foggy,12.3,0,,
206,2.645,05-06-2023,None,Cloudy,29.7,7,,
270,2.735,05-06-2023,None,Cloudy,26.5,11,,
163,3.615,05-06-2023,None,Stormy,22.8,6,,
330,3.9,05-06-2023,None,Rainy,19.2,11,,
215,0.25,05-06-2023,None,Sunny,39.8,15,,
406,0.1,05-06-2023,None,Stormy,22.7,14,,
437,1.76,05-06-2023,None,Sunny,38.1,12,,
80,4.755,06-06-2023,None,Stormy,18.1,9,,
125,2.545,06-06-2023,None,Sunny,34.4,21,,
70,3.94,06-06-2023,None,Cloudy,24.7,16,,
148,3.79,06-06-2023,None,Rainy,18.6,1,,
192,4.39,06-06-2023,None,Rainy,26.3,19,,
468,3.3,06-06-2023,None,Foggy,12.5,5,,
341,4.34,06-06-2023,None,Rainy,26.8,6,,
266,2.17,06-06-2023,None,Sunny,28.8,7,,
105,2.505,06-06-2023,None,Rainy,21.6,16,,
229,3.93,06-06-2023,None,Stormy,19.2,17,,
313,1.95,06-06-2023,None,Sunny,32.7,11,,
475,2.505,06-06-2023,None,Rainy,27.1,14,,
323,0.525,06-06-2023,None,Foggy,13,9,,
254,4.275,06-06-2023,None,Cloudy,26,5,,
64,2.815,06-06-2023,None,Cloudy,20.1,17,,
375,3.135,06-06-2023,None,Foggy,13.6,14,,
341,3.705,06-06-2023,None,Cloudy,23.7,3,,
245,4.17,06-06-2023,None,Foggy,18,14,,
456,4.605,07-06-2023,None,Cloudy,20.1,8,,
128,1.205,07-06-2023,None,Foggy,12,9,,
496,2.06,07-06-2023,None,Cloudy,22.5,12,,
137,2.085,07-06-2023,None,Sunny,31.4,5,,
426,4.775,07-06-2023,None,Rainy,22.6,1,,
54,0.475,07-06-2023,None,Stormy,20.1,22,,
139,3.075,07-06-2023,None,Stormy,17.7,12,,
487,1.36,07-06-2023,None,Foggy,17.7,0,,
463,3.515,07-06-2023,None,Sunny,33.8,18,,
487,0.785,07-06-2023,None,Sunny,26,20,,
99,4.705,07-06-2023,None,Sunny,31.2,21,,
497,1.89,07-06-2023,None,Rainy,23,13,,
397,4.91,07-06-2023,None,Rainy,22.3,9,,
166,2.68,08-06-2023,None,Rainy,22.3,10,,
253,1.28,08-06-2023,None,Stormy,22.3,7,,
451,1.39,08-06-2023,None,Foggy,16.1,22,,
402,0.855,08-06-2023,None,Rainy,24.9,20,,
355,1.855,08-06-2023,None,Sunny,25.4,16,,
106,2.24,08-06-2023,None,Foggy,10.4,9,,
237,0.455,08-06-2023,None,Sunny,31.7,20,,
177,2.275,08-06-2023,None,Sunny,38.8,14,,
140,0.34,08-06-2023,None,Cloudy,29.1,0,,
112,0.005,08-06-2023,None,Cloudy,22.2,17,,
456,3.475,08-06-2023,None,Foggy,11.9,11,,
497,0.69,08-06-2023,None,Foggy,18.8,3,,
182,4.335,08-06-2023,None,Sunny,25.7,1,,
56,4.95,08-06-2023,None,Stormy,18.9,10,,
342,2.375,08-06-2023,None,Stormy,18.4,2,,
254,3.695,08-06-2023,None,Stormy,19.7,6,,
284,3.815,08-06-2023,None,Sunny,38.5,3,,
258,2.625,08-06-2023,None,Sunny,35.1,5,,
480,0.045,09-06-2023,None,Stormy,23.8,22,,
181,0.505,09-06-2023,None,Foggy,15.1,10,,
278,3.13,09-06-2023,None,Foggy,16.9,20,,
472,1.425,09-06-2023,None,Cloudy,20.3,17,,
404,2.245,09-06-2023,None,Rainy,23.2,13,,
126,3.195,09-06-2023,None,Foggy,16.6,7,,
492,2.475,09-06-2023,None,Rainy,19.6,10,,
328,2.285,09-06-2023,None,Cloudy,20.9,8,,
290,4.35,09-06-2023,None,Foggy,11.6,7,,
106,4.555,09-06-2023,None,Rainy,27.3,20,,
339,0.65,09-06-2023,None,Cloudy,29.3,3,,
277,1.59,09-06-2023,None,Stormy,18.5,22,,
379,2.68,10-06-2023,Weekend,Sunny,30.6,11,,
382,2.28,10-06-2023,Weekend,Cloudy,29.8,13,,
327,1.95,10-06-2023,Weekend,Sunny,31.5,10,,
291,2.105,10-06-2023,Weekend,Sunny,29.9,21,,
398,3.475,10-06-2023,Weekend,Stormy,23.2,22,,
133,0.43,10-06-2023,Weekend,Sunny,29.9,5,,
446,2.775,10-06-2023,Weekend,Rainy,27.4,4,,
109,4.21,10-06-2023,Weekend,Rainy,22.9,1,,
113,4.725,10-06-2023,Weekend,Sunny,39.3,8,,
158,0.06,10-06-2023,Weekend,Cloudy,26.6,15,,
202,0.39,10-06-2023,Weekend,Stormy,17.9,6,,
371,4.75,10-06-2023,Weekend,Stormy,21.8,20,,
87,1.735,10-06-2023,Weekend,Cloudy,29,23,,
268,0.565,10-06-2023,Weekend,Stormy,16.2,13,,
102,1.855,10-06-2023,Weekend,Rainy,22.3,0,,
381,1.73,10-06-2023,Weekend,Rainy,18.6,1,,
488,3.33,11-06-2023,Weekend,Rainy,19.4,10,,
63,3.72,11-06-2023,Weekend,Foggy,18.9,0,,
112,2.19,11-06-2023,Weekend,Sunny,39.7,23,,
214,0.2,11-06-2023,Weekend,Cloudy,25.8,10,,
397,0.65,11-06-2023,Weekend,Foggy,16.8,18,,
322,3.225,11-06-2023,Weekend,Foggy,18.2,0,,
164,2.24,11-06-2023,Weekend,Stormy,18.9,12,,
255,2.575,11-06-2023,Weekend,Stormy,22.3,6,,
363,0.79,11-06-2023,Weekend,Stormy,17.8,17,,
118,4.915,11-06-2023,Weekend,Sunny,30.4,9,,
400,4.745,12-06-2023,None,Stormy,17,19,,
141,1.045,12-06-2023,None,Cloudy,28.5,1,,
142,0.63,12-06-2023,None,Foggy,13.2,16,,
319,3.73,12-06-2023,None,Rainy,26.4,12,,
338,3.465,12-06-2023,None,Cloudy,21.9,7,,
89,4.18,12-06-2023,None,Stormy,17.1,14,,
464,3,12-06-2023,None,Foggy,18,20,,
245,4.025,12-06-2023,None,Sunny,31.9,19,,
500,3.075,12-06-2023,None,Foggy,11.8,21,,
249,1.885,12-06-2023,None,Rainy,20.4,19,,
461,4.76,12-06-2023,None,Stormy,22.5,0,,
421,3.45,12-06-2023,None,Cloudy,25.9,14,,
209,1.83,12-06-2023,None,Rainy,18.7,13,,
327,3.245,12-06-2023,None,Stormy,18.6,13,,
64,3.54,12-06-2023,None,Sunny,27.4,20,,
114,1.765,12-06-2023,None,Rainy,23.3,17,,
280,2.745,12-06-2023,None,Cloudy,21.8,6,,
141,2.27,12-06-2023,None,Sunny,30.7,3,,
285,0.465,12-06-2023,None,Rainy,21.6,12,,
141,4.945,12-06-2023,None,Foggy,15.2,19,,
481,2.66,12-06-2023,None,Stormy,19.4,10,,
344,2.74,12-06-2023,None,Rainy,23.6,3,,
285,1.705,13-06-2023,None,Stormy,16.8,8,,
235,3.38,13-06-2023,None,Cloudy,23.4,20,,
197,3.845,13-06-2023,None,Rainy,20.5,7,,
445,2.28,13-06-2023,None,Foggy,10.9,23,,
85,2.655,13-06-2023,None,Foggy,19.1,8,,
221,3.73,13-06-2023,None,Cloudy,29.7,1,,
353,2.71,13-06-2023,None,Rainy,25.1,14,,
232,0.935,13-06-2023,None,Cloudy,29.8,19,,
247,1.165,13-06-2023,None,Stormy,19.4,15,,
355,4.33,13-06-2023,None,Cloudy,25,6,,
151,3.275,14-06-2023,Festival,Foggy,12.7,21,,
453,4.745,14-06-2023,Festival,Cloudy,29,21,,
119,2.645,14-06-2023,Festival,Rainy,18.9,10,,
123,3.88,14-06-2023,Festival,Sunny,31.7,8,,
177,3.975,14-06-2023,Festival,Sunny,38.2,13,,
320,3.325,14-06-2023,Festival,Sunny,38.7,21,,
110,1.46,14-06-2023,Festival,Cloudy,29.5,9,,
287,4.96,14-06-2023,Festival,Stormy,16.8,15,,
354,1.39,14-06-2023,Festival,Sunny,31.7,16,,
168,4.885,14-06-2023,Festival,Cloudy,25.9,3,,
314,2.595,14-06-2023,Festival,Sunny,37.3,14,,
387,3.875,14-06-2023,Festival,Stormy,17.1,22,,
224,1.67,14-06-2023,Festival,Sunny,39.1,8,,
426,3.58,14-06-2023,Festival,Foggy,17.1,15,,
221,2.22,14-06-2023,Festival,Sunny,35.3,22,,
160,0.115,14-06-2023,Festival,Stormy,19,9,,
265,3.455,14-06-2023,Festival,Stormy,19.2,13,,
65,1.525,15-06-2023,Public Holiday,Cloudy,25,19,,
407,4.985,15-06-2023,Public Holiday,Stormy,23,13,,
331,0.585,15-06-2023,Public Holiday,Sunny,39.4,19,,
144,3.715,15-06-2023,Public Holiday,Rainy,24.4,21,,
330,3.475,15-06-2023,Public Holiday,Foggy,15.2,19,,
360,4.24,16-06-2023,None,Cloudy,22.1,23,,
51,2.575,16-06-2023,None,Cloudy,21.4,14,,
207,4.635,16-06-2023,None,Stormy,20.9,3,,
122,1.315,16-06-2023,None,Sunny,28.1,9,,
214,4.53,16-06-2023,None,Cloudy,23,0,,
356,2.04,16-06-2023,None,Rainy,24.7,14,,
198,3.92,16-06-2023,None,Cloudy,21.4,9,,
170,2.255,16-06-2023,None,Sunny,31.6,20,,
499,4.66,16-06-2023,None,Sunny,39.7,14,,
401,4.815,16-06-2023,None,Stormy,16.8,1,,
203,4.64,16-06-2023,None,Foggy,11.8,22,,
260,4.27,16-06-2023,None,Stormy,17.4,13,,
162,3.44,16-06-2023,None,Stormy,17.7,5,,
474,3.58,16-06-2023,None,Stormy,16.9,3,,
277,2.405,16-06-2023,None,Stormy,18.1,2,,
332,4.04,16-06-2023,None,Sunny,35.4,9,,
412,0.29,16-06-2023,None,Foggy,12.5,13,,
126,1.84,16-06-2023,None,Rainy,27.7,20,,
184,0.51,17-06-2023,Weekend,Cloudy,26.1,18,,
285,1.695,17-06-2023,Weekend,Cloudy,20.7,17,,
245,4.17,17-06-2023,Weekend,Foggy,19.1,0,,
359,1.3,17-06-2023,Weekend,Stormy,16.8,0,,
464,4.02,17-06-2023,Weekend,Cloudy,22.2,22,,
368,4.37,17-06-2023,Weekend,Cloudy,20.1,12,,
248,0.81,17-06-2023,Weekend,Stormy,20.7,9,,
195,3.575,17-06-2023,Weekend,Stormy,19.3,22,,
169,1.865,17-06-2023,Weekend,Foggy,10.8,9,,
480,3.25,17-06-2023,Weekend,Rainy,24.4,7,,
52,4.085,17-06-2023,Weekend,Rainy,19.3,4,,
217,3.39,17-06-2023,Weekend,Sunny,34.2,12,,
369,2.25,17-06-2023,Weekend,Stormy,18.5,14,,
434,1.56,17-06-2023,Weekend,Cloudy,27.6,18,,
438,4.95,17-06-2023,Weekend,Rainy,26.5,21,,
456,0.465,17-06-2023,Weekend,Stormy,19.6,15,,
424,0.985,17-06-2023,Weekend,Rainy,21.1,23,,
108,1.235,17-06-2023,Weekend,Stormy,17.9,19,,
300,3.47,18-06-2023,Weekend,Foggy,10.3,2,,
335,2.655,18-06-2023,Weekend,Rainy,21.7,20,,
437,0.605,18-06-2023,Weekend,Rainy,25.9,14,,
270,3.58,18-06-2023,Weekend,Sunny,34.9,6,,
388,2.695,18-06-2023,Weekend,Cloudy,28.1,21,,
416,3.76,18-06-2023,Weekend,Cloudy,24.6,12,,
244,3.685,18-06-2023,Weekend,Sunny,37.2,23,,
279,1.045,18-06-2023,Weekend,Foggy,15.7,0,,
436,3.63,18-06-2023,Weekend,Sunny,28.6,22,,
361,1.01,18-06-2023,Weekend,Sunny,28.8,23,,
405,2.855,18-06-2023,Weekend,Stormy,17.5,7,,
281,4.53,18-06-2023,Weekend,Stormy,22.6,21,,
292,0.115,18-06-2023,Weekend,Cloudy,29.3,10,,
478,4.375,18-06-2023,Weekend,Rainy,21.9,4,,
122,0.935,18-06-2023,Weekend,Rainy,25.7,11,,
368,0.23,19-06-2023,None,Cloudy,25.2,8,,
149,0.055,19-06-2023,None,Stormy,16.7,23,,
250,4.195,19-06-2023,None,Rainy,18.6,21,,
353,2.415,19-06-2023,None,Rainy,23,10,,
67,1.35,19-06-2023,None,Cloudy,20,7,,
288,4.355,19-06-2023,None,Foggy,17.3,16,,
200,2.28,19-06-2023,None,Rainy,18.7,15,,
171,3.87,19-06-2023,None,Sunny,27.8,13,,
385,2.965,19-06-2023,None,Foggy,10.9,17,,
234,1.89,19-06-2023,None,Rainy,20.6,17,,
179,0.015,19-06-2023,None,Rainy,21,0,,
152,1.61,19-06-2023,None,Sunny,25.7,8,,
156,0.26,19-06-2023,None,Foggy,11.7,1,,
119,3.165,19-06-2023,None,Stormy,20.5,20,,
208,0.065,19-06-2023,None,Stormy,19.7,12,,
324,0.04,19-06-2023,None,Foggy,12.8,14,,
283,3.705,19-06-2023,None,Stormy,19.2,21,,
209,0.795,20-06-2023,None,Rainy,18.1,3,,
108,4.515,20-06-2023,None,Rainy,23.3,14,,
150,2.22,20-06-2023,None,Stormy,21.1,8,,
208,4.29,20-06-2023,None,Rainy,24.8,16,,
243,4.52,20-06-2023,None,Stormy,17.7,7,,
105,2.01,20-06-2023,None,Sunny,35.9,3,,
309,2.08,20-06-2023,None,Sunny,28.2,5,,
134,3.465,20-06-2023,None,Cloudy,26.9,15,,
399,1.75,20-06-2023,None,Foggy,18.3,1,,
338,4.69,21-06-2023,None,Sunny,25.8,14,,
86,3.69,21-06-2023,None,Cloudy,21.1,14,,
359,1.61,21-06-2023,None,Sunny,28.3,16,,
438,2.025,21-06-2023,None,Sunny,34.2,15,,
86,4.72,21-06-2023,None,Rainy,21,21,,
256,2.335,21-06-2023,None,Sunny,29.9,22,,
303,1.17,21-06-2023,None,Sunny,32.4,12,,
120,4.335,21-06-2023,None,Stormy,23.8,21,,
251,3.04,21-06-2023,None,Foggy,15.8,9,,
151,2.345,21-06-2023,None,Rainy,18,7,,
291,0.815,21-06-2023,None,Cloudy,24.3,16,,
252,4.655,21-06-2023,None,Rainy,21,21,,
380,3.245,21-06-2023,None,Rainy,27.2,4,,
247,2.915,22-06-2023,None,Cloudy,25.8,1,,
417,2.015,22-06-2023,None,Foggy,19,2,,
53,1.225,22-06-2023,None,Sunny,39.4,12,,
71,3.825,22-06-2023,None,Cloudy,23.4,14,,
490,0.395,22-06-2023,None,Stormy,23.9,21,,
430,1.055,22-06-2023,None,Foggy,14.9,9,,
304,1.04,22-06-2023,None,Cloudy,29.3,14,,
345,1.325,22-06-2023,None,Rainy,23.8,4,,
367,2.25,22-06-2023,None,Cloudy,24.8,8,,
457,2.195,22-06-2023,None,Sunny,27.8,21,,
387,2.755,22-06-2023,None,Rainy,26.4,8,,
481,0.005,22-06-2023,None,Stormy,19.3,19,,
376,3.79,22-06-2023,None,Foggy,11.7,15,,
198,1.86,22-06-2023,None,Sunny,25.1,21,,
88,0.06,22-06-2023,None,Foggy,17.9,5,,
458,3.89,22-06-2023,None,Rainy,25.7,18,,
446,2.27,22-06-2023,None,Cloudy,27.6,14,,
495,4.545,22-06-2023,None,Rainy,27.2,11,,
418,3.245,22-06-2023,None,Foggy,19.8,18,,
413,4.04,22-06-2023,None,Foggy,17.5,17,,
451,4.37,23-06-2023,None,Sunny,38.9,17,,
391,4.465,23-06-2023,None,Foggy,10.9,16,,
323,2.305,23-06-2023,None,Rainy,27.9,11,,
215,0.78,23-06-2023,None,Foggy,18.8,21,,
295,1.02,23-06-2023,None,Cloudy,24.4,19,,
170,3.385,23-06-2023,None,Rainy,25.2,4,,
86,2.845,23-06-2023,None,Stormy,20.4,19,,
134,4.475,23-06-2023,None,Foggy,11.2,18,,
254,0.25,23-06-2023,None,Foggy,13.3,8,,
97,0.85,23-06-2023,None,Rainy,27.5,21,,
246,3.22,23-06-2023,None,Foggy,10.8,18,,
88,2.095,23-06-2023,None,Rainy,22.5,10,,
356,1.565,24-06-2023,Weekend,Stormy,22.6,22,,
196,4.08,24-06-2023,Weekend,Foggy,11.5,13,,
252,2.525,24-06-2023,Weekend,Rainy,25.4,7,,
181,0.84,24-06-2023,Weekend,Sunny,36.8,3,,
412,4.095,24-06-2023,Weekend,Stormy,20.5,6,,
146,2.74,24-06-2023,Weekend,Foggy,19,23,,
408,3.315,24-06-2023,Weekend,Cloudy,27.4,7,,
63,0.77,24-06-2023,Weekend,Foggy,17.7,21,,
326,4.295,24-06-2023,Weekend,Rainy,18.6,12,,
499,2.145,24-06-2023,Weekend,Sunny,32.4,19,,
143,4.245,24-06-2023,Weekend,Rainy,25.9,21,,
439,3.775,24-06-2023,Weekend,Cloudy,23,18,,
457,2.135,24-06-2023,Weekend,Rainy,19.4,13,,
377,4.005,24-06-2023,Weekend,Sunny,27.2,18,,
495,1.355,24-06-2023,Weekend,Foggy,19.2,5,,
387,3.585,24-06-2023,Weekend,Foggy,10.8,9,,
404,4.41,24-06-2023,Weekend,Cloudy,26.2,7,,
442,3.595,24-06-2023,Weekend,Foggy,10.2,17,,
286,4.095,24-06-2023,Weekend,Rainy,24.3,12,,
144,3.98,25-06-2023,Weekend,Sunny,36.6,1,,
112,2.67,25-06-2023,Weekend,Stormy,22.3,13,,
156,1.15,25-06-2023,Weekend,Stormy,21.7,3,,
217,1.71,25-06-2023,Weekend,Cloudy,25.9,9,,
464,0.1,25-06-2023,Weekend,Sunny,26.4,22,,
243,2.595,25-06-2023,Weekend,Rainy,19.1,1,,
301,2.155,25-06-2023,Weekend,Sunny,38.5,13,,
426,3.855,25-06-2023,Weekend,Cloudy,24.9,9,,
184,1.99,25-06-2023,Weekend,Sunny,31.4,5,,
345,4.29,25-06-2023,Weekend,Cloudy,24.4,18,,
395,1.95,25-06-2023,Weekend,Rainy,23,19,,
307,3.24,25-06-2023,Weekend,Stormy,23.8,11,,
487,0.985,25-06-2023,Weekend,Foggy,17.1,1,,
364,2.015,25-06-2023,Weekend,Sunny,33.7,19,,
211,0.685,25-06-2023,Weekend,Rainy,20.9,19,,
151,2.79,25-06-2023,Weekend,Cloudy,22.9,6,,
425,2.585,25-06-2023,Weekend,Rainy,27.4,6,,
224,4.495,25-06-2023,Weekend,Cloudy,24.8,15,,
454,2.055,26-06-2023,Festival,Foggy,19.6,20,,
146,0.125,26-06-2023,Festival,Cloudy,29,18,,
360,2.11,26-06-2023,Festival,Stormy,23.6,21,,
436,3.335,26-06-2023,Festival,Foggy,19.1,0,,
109,0.42,26-06-2023,Festival,Sunny,30.5,4,,
80,4.125,26-06-2023,Festival,Foggy,15.8,1,,
187,3.1,26-06-2023,Festival,Foggy,16.4,1,,
105,1.855,26-06-2023,Festival,Rainy,19.9,11,,
110,4.52,26-06-2023,Festival,Sunny,31.5,11,,
454,1.135,26-06-2023,Festival,Sunny,34.5,1,,
178,3.87,26-06-2023,Festival,Rainy,26.4,6,,
110,0.445,26-06-2023,Festival,Rainy,23.7,14,,
321,4.94,26-06-2023,Festival,Foggy,13.7,1,,
138,0.565,26-06-2023,Festival,Cloudy,26.8,18,,
68,4.47,26-06-2023,Festival,Stormy,17.7,18,,
393,4.485,26-06-2023,Festival,Foggy,14.2,9,,
131,1.365,26-06-2023,Festival,Rainy,21.9,21,,
489,1.8,26-06-2023,Festival,Foggy,10.6,5,,
62,2.68,26-06-2023,Festival,Rainy,18,1,,
71,0.37,26-06-2023,Festival,Stormy,16.8,23,,
165,3.34,27-06-2023,None,Cloudy,20,5,,
105,1.23,27-06-2023,None,Sunny,35,8,,
100,3.14,27-06-2023,None,Foggy,15.9,10,,
67,3.795,27-06-2023,None,Rainy,20.3,11,,
295,3.145,27-06-2023,None,Stormy,16.4,12,,
71,1.16,27-06-2023,None,Stormy,18.4,22,,
317,2.72,27-06-2023,None,Cloudy,22.2,20,,
379,2.57,27-06-2023,None,Stormy,21.4,10,,
359,1.135,27-06-2023,None,Cloudy,21.1,13,,
290,2.04,27-06-2023,None,Stormy,16.7,12,,
211,2.355,27-06-2023,None,Rainy,22.7,17,,
66,2,27-06-2023,None,Cloudy,22.7,8,,
249,2.3,27-06-2023,None,Rainy,21.4,17,,
87,4.005,27-06-2023,None,Stormy,22.4,7,,
182,4.475,27-06-2023,None,Stormy,17.2,15,,
219,1.62,28-06-2023,None,Sunny,28.8,22,,
158,1.71,28-06-2023,None,Sunny,37.8,10,,
478,4.395,28-06-2023,None,Sunny,29.2,15,,
89,0.035,28-06-2023,None,Stormy,16.7,5,,
429,0.01,28-06-2023,None,Sunny,28.1,22,,
306,1.775,28-06-2023,None,Stormy,23.8,22,,
194,4.695,28-06-2023,None,Cloudy,20.5,7,,
314,0.15,28-06-2023,None,Stormy,21.5,17,,
447,3.75,28-06-2023,None,Stormy,22.8,1,,
272,4.53,28-06-2023,None,Stormy,21.7,11,,
134,1.93,28-06-2023,None,Cloudy,28.7,6,,
258,0.83,29-06-2023,None,Foggy,15.3,8,,
235,2.26,29-06-2023,None,Rainy,23.5,0,,
491,3.81,29-06-2023,None,Cloudy,26.4,17,,
99,3.795,29-06-2023,None,Foggy,18.7,7,,
308,0.835,29-06-2023,None,Stormy,16.5,12,,
277,1.005,29-06-2023,None,Stormy,20.3,9,,
123,4.255,29-06-2023,None,Sunny,25.1,0,,
154,0.735,29-06-2023,None,Rainy,20.4,5,,
445,2.925,29-06-2023,None,Cloudy,29.3,14,,
164,0.285,29-06-2023,None,Cloudy,26.8,1,,
227,2.75,29-06-2023,None,Stormy,20.2,1,,
436,1.25,29-06-2023,None,Rainy,24.1,14,,
87,3.845,29-06-2023,None,Rainy,26.9,6,,
190,3.875,29-06-2023,None,Foggy,19.8,19,,
285,2.76,29-06-2023,None,Cloudy,25.8,14,,
118,3.64,30-06-2023,Festival,Rainy,24.5,6,,
254,3.615,30-06-2023,Festival,Stormy,17.9,18,,
50,3.235,30-06-2023,Festival,Rainy,26.4,7,,
314,4.49,30-06-2023,Festival,Rainy,21,9,,
171,3.93,30-06-2023,Festival,Stormy,18.5,20,,
263,2.56,30-06-2023,Festival,Rainy,26.1,5,,
329,2.875,30-06-2023,Festival,Foggy,10.5,12,,
367,3.205,30-06-2023,Festival,Cloudy,20.8,3,,
345,1.785,30-06-2023,Festival,Stormy,17.8,4,,
75,2.53,30-06-2023,Festival,Sunny,30.2,21,,
222,0.86,30-06-2023,Festival,Cloudy,27.1,18,,
88,1.76,01-07-2023,Weekend,Sunny,39.7,18,,
469,2.62,01-07-2023,Weekend,Cloudy,28.1,18,,
52,1.3,01-07-2023,Weekend,Rainy,26.8,19,,
351,4.345,01-07-2023,Weekend,Stormy,16.1,21,,
162,4.715,01-07-2023,Weekend,Stormy,20.4,9,,
398,3.11,01-07-2023,Weekend,Rainy,24.3,20,,
269,1.71,01-07-2023,Weekend,Stormy,22.6,21,,
430,1.37,01-07-2023,Weekend,Sunny,26.7,3,,
165,2.435,01-07-2023,Weekend,Sunny,28.9,3,,
244,4.305,01-07-2023,Weekend,Cloudy,23,1,,
434,2.515,01-07-2023,Weekend,Rainy,24.6,5,,
264,4.925,01-07-2023,Weekend,Foggy,10.1,3,,
228,0.335,01-07-2023,Weekend,Foggy,18.6,17,,
361,2.645,01-07-2023,Weekend,Rainy,22.3,14,,
335,1.565,01-07-2023,Weekend,Rainy,23.4,11,,
179,0.855,01-07-2023,Weekend,Cloudy,26.4,11,,
139,0.155,01-07-2023,Weekend,Foggy,18.7,10,,
372,2.07,01-07-2023,Weekend,Cloudy,25.1,23,,
157,1.775,01-07-2023,Weekend,Stormy,22.1,8,,
291,2.025,02-07-2023,Weekend,Stormy,16.7,13,,
274,4.945,02-07-2023,Weekend,Stormy,21.8,12,,
249,0.01,02-07-2023,Weekend,Cloudy,20.8,3,,
189,0.1,02-07-2023,Weekend,Rainy,22.6,12,,
